deviceName,time[sec],objectID,ioTaskID,taskPriority,taskDeadline
device24,1619.0,DG184,1539,5,19
device20,1620.0,AZ125,1540,3,-1
device45,1621.0,CN165,1541,1,16
device13,1622.0,DI186,1542,2,40
device46,1623.0,AV121,1543,0,37
device27,1624.0,AJ109,1544,2,-1
device29,1625.0,CQ168,1545,3,2
device75,1626.0,AG106,1546,2,11
device95,1627.0,DL189,1547,1,10
device50,1628.0,CA152,1548,0,-1
device56,1629.0,DQ194,1549,1,3
device11,1630.0,DP193,1550,4,17
device62,1631.0,AX123,1551,5,7
device32,1632.0,BO140,1552,3,-1
device39,1633.0,AZ125,1553,3,23
device73,1634.0,CR169,1554,3,3
device41,1635.0,CU172,1555,1,34
device79,1636.0,CL163,1556,5,-1
device54,1637.0,BZ151,1557,4,25
device36,1638.0,DM190,1558,3,5
device77,1639.0,AX123,1559,1,35
device49,1640.0,CZ177,1560,3,-1
device39,1641.0,CU172,1561,1,25
device95,1642.0,AF105,1562,0,28
device9,1643.0,AQ116,1563,4,16
device18,1644.0,AA100,1564,4,-1
device55,1645.0,BM138,1565,0,28
device45,1646.0,BG132,1566,2,39
device59,1647.0,BY150,1567,1,40
device74,1648.0,DR195,1568,3,-1
device49,1649.0,DO192,1569,2,28
device34,1650.0,CJ161,1570,1,23
device78,1651.0,DS196,1571,2,30
device19,1652.0,AD103,1572,4,-1
device77,1653.0,AE104,1573,0,11
device71,1654.0,CA152,1574,5,8
device52,1655.0,CJ161,1575,4,36
device54,1656.0,AQ116,1576,1,-1
device90,1657.0,DR195,1577,4,38
device79,1658.0,AC102,1578,4,9
device70,1659.0,DF183,1579,0,10
device67,1660.0,CF157,1580,0,-1
device82,1661.0,AG106,1581,4,32
device1,1662.0,CB153,1582,4,30
device35,1663.0,CT171,1583,2,24
device25,1664.0,BX149,1584,4,-1
device32,1665.0,AB101,1585,5,9
device42,1666.0,CX175,1586,3,13
device61,1667.0,AX123,1587,3,22
device95,1668.0,AJ109,1588,4,-1
device55,1669.0,DE182,1589,5,16
device51,1670.0,BD129,1590,3,19
device30,1671.0,CO166,1591,2,35
device85,1672.0,BL137,1592,3,-1
device95,1673.0,DO192,1593,3,38
device60,1674.0,CW174,1594,0,26
device17,1675.0,AF105,1595,0,19
device28,1676.0,BW148,1596,2,-1
device52,1677.0,AH107,1597,4,40
device19,1678.0,AX123,1598,5,11
device13,1679.0,CQ168,1599,3,40
device72,1680.0,BN139,1600,0,-1
device78,1681.0,AW122,1601,5,23
device92,1682.0,AU120,1602,3,5
device79,1683.0,CR169,1603,2,34
device17,1684.0,BO140,1604,2,-1
device94,1685.0,DE182,1605,1,11
device83,1686.0,AM112,1606,0,7
device82,1687.0,AT119,1607,4,28
device71,1688.0,CU172,1608,1,-1
device95,1689.0,CZ177,1609,5,1
device94,1690.0,DN191,1610,5,21
device39,1691.0,CQ168,1611,2,25
device15,1692.0,BL137,1612,0,-1
device51,1693.0,BY150,1613,4,2
device32,1694.0,DD181,1614,0,2
device6,1695.0,AO114,1615,3,37
device75,1696.0,DK188,1616,3,-1
device86,1697.0,AO114,1617,1,19
device2,1698.0,CY176,1618,3,23
device48,1699.0,DR195,1619,5,18
device22,1700.0,DG184,1620,4,-1
device91,1701.0,AS118,1621,1,31
device44,1702.0,DJ187,1622,5,37
device9,1703.0,BS144,1623,2,30
device75,1704.0,AO114,1624,2,-1
device12,1705.0,DH185,1625,2,6
device23,1706.0,AE104,1626,2,40
device62,1707.0,CD155,1627,5,8
device53,1708.0,AP115,1628,2,-1
device88,1709.0,DU198,1629,3,26
device38,1710.0,BV147,1630,3,5
device91,1711.0,BA126,1631,3,18
device95,1712.0,DV199,1632,0,-1
device80,1713.0,DK188,1633,0,18
device40,1714.0,DG184,1634,3,25
device36,1715.0,BS144,1635,4,8
device49,1716.0,DR195,1636,4,-1
device64,1717.0,CQ168,1637,3,13
device83,1718.0,BM138,1638,3,24
device65,1719.0,AZ125,1639,5,36
device1,1720.0,AS118,1640,2,-1
device28,1721.0,CU172,1641,5,35
device20,1722.0,BK136,1642,4,19
device64,1723.0,AB101,1643,4,20
device76,1724.0,BR143,1644,5,-1
device69,1725.0,DF183,1645,1,20
device69,1726.0,AM112,1646,5,5
device58,1727.0,AQ116,1647,0,10
device96,1728.0,AP115,1648,0,-1
device80,1729.0,AE104,1649,5,18
device48,1730.0,CT171,1650,2,16
device57,1731.0,BY150,1651,4,40
device78,1732.0,BT145,1652,5,-1
device58,1733.0,BJ135,1653,1,18
device3,1734.0,CX175,1654,2,29
device84,1735.0,AQ116,1655,4,22
device91,1736.0,CI160,1656,0,-1
device5,1737.0,BA126,1657,1,14
device65,1738.0,BM138,1658,3,18
device79,1739.0,CQ168,1659,1,17
device67,1740.0,CL163,1660,2,-1
device0,1741.0,BI134,1661,3,5
device43,1742.0,BX149,1662,4,35
device63,1743.0,BY150,1663,5,25
device24,1744.0,BG132,1664,4,-1
device92,1745.0,BH133,1665,1,32
device1,1746.0,DF183,1666,2,11
device96,1747.0,CA152,1667,5,38
device71,1748.0,DF183,1668,2,-1
device69,1749.0,AG106,1669,0,28
device0,1750.0,CK162,1670,1,15
device56,1751.0,DL189,1671,4,23
device2,1752.0,DQ194,1672,2,-1
device41,1753.0,CN165,1673,2,23
device83,1754.0,AY124,1674,1,5
device75,1755.0,CL163,1675,5,12
device7,1756.0,CO166,1676,1,-1
device55,1757.0,DE182,1677,1,10
device94,1758.0,DG184,1678,2,26
device64,1759.0,DB179,1679,0,17
device41,1760.0,CR169,1680,4,-1
device84,1761.0,BO140,1681,1,23
device45,1762.0,AW122,1682,2,5
device71,1763.0,CW174,1683,2,31
device97,1764.0,AT119,1684,3,-1
device76,1765.0,AL111,1685,1,28
device21,1766.0,BT145,1686,3,34
device59,1767.0,DR195,1687,0,12
device27,1768.0,AW122,1688,4,-1
device49,1769.0,CP167,1689,0,26
device63,1770.0,CO166,1690,2,23
device71,1771.0,CK162,1691,5,14
device87,1772.0,CM164,1692,2,-1
device46,1773.0,CG158,1693,5,36
device46,1774.0,CI160,1694,1,15
device61,1775.0,BV147,1695,2,12
device8,1776.0,CS170,1696,3,-1
device17,1777.0,BV147,1697,4,23
device79,1778.0,AI108,1698,4,16
device65,1779.0,BW148,1699,3,5
device56,1780.0,AG106,1700,5,-1
device93,1781.0,AS118,1701,2,4
device89,1782.0,DM190,1702,3,8
device6,1783.0,BY150,1703,1,14
device82,1784.0,AY124,1704,3,-1
device77,1785.0,AW122,1705,2,22
device76,1786.0,DQ194,1706,1,40
device15,1787.0,BV147,1707,3,20
device46,1788.0,BL137,1708,5,-1
device20,1789.0,DM190,1709,2,14
device55,1790.0,DD181,1710,1,14
device17,1791.0,BK136,1711,5,21
device81,1792.0,BD129,1712,4,-1
device74,1793.0,CO166,1713,4,29
device36,1794.0,BA126,1714,2,31
device89,1795.0,CI160,1715,3,37
device21,1796.0,CQ168,1716,3,-1
device29,1797.0,CE156,1717,5,29
device15,1798.0,CG158,1718,3,2
device73,1799.0,DG184,1719,2,28
device45,1800.0,BK136,1720,4,-1
device75,1801.0,DS196,1721,1,40
device94,1802.0,DA178,1722,3,24
device80,1803.0,CX175,1723,4,34
device59,1804.0,AD103,1724,3,-1
device25,1805.0,AV121,1725,4,13
device87,1806.0,AB101,1726,4,25
device46,1807.0,DR195,1727,3,17
device55,1808.0,CI160,1728,0,-1
device17,1809.0,DQ194,1729,4,38
device9,1810.0,CI160,1730,0,39
device66,1811.0,DD181,1731,0,7
device98,1812.0,CC154,1732,3,-1
device31,1813.0,AJ109,1733,4,11
device61,1814.0,AH107,1734,4,8
device23,1815.0,DE182,1735,2,1
device68,1816.0,CQ168,1736,2,-1
device54,1817.0,BI134,1737,4,16
device46,1818.0,DI186,1738,5,16
device48,1819.0,BJ135,1739,0,10
device26,1820.0,CL163,1740,0,-1
device50,1821.0,DQ194,1741,0,13
device90,1822.0,CZ177,1742,3,34
device85,1823.0,CN165,1743,2,39
device19,1824.0,DA178,1744,0,-1
device48,1825.0,BB127,1745,5,38
device2,1826.0,DE182,1746,0,28
device36,1827.0,BI134,1747,4,29
device8,1828.0,AS118,1748,0,-1
device84,1829.0,AC102,1749,4,17
device53,1830.0,CJ161,1750,4,1
device28,1831.0,AM112,1751,3,36
device28,1832.0,BA126,1752,4,-1
device82,1833.0,BP141,1753,4,21
device20,1834.0,AU120,1754,0,33
device93,1835.0,DK188,1755,0,14
device91,1836.0,DC180,1756,2,-1
device45,1837.0,CB153,1757,1,23
device65,1838.0,CM164,1758,1,40
device78,1839.0,BC128,1759,5,8
device59,1840.0,AL111,1760,2,-1
device91,1841.0,AZ125,1761,2,6
device44,1842.0,BV147,1762,0,18
device86,1843.0,BV147,1763,2,31
device31,1844.0,AD103,1764,1,-1
device25,1845.0,AU120,1765,2,19
device67,1846.0,CP167,1766,1,10
device25,1847.0,DM190,1767,1,8
device58,1848.0,CM164,1768,0,-1
device15,1849.0,BG132,1769,3,39
device90,1850.0,AS118,1770,0,4
device7,1851.0,AT119,1771,4,1
device81,1852.0,CU172,1772,4,-1
device69,1853.0,AH107,1773,0,3
device39,1854.0,CC154,1774,1,39
device68,1855.0,BY150,1775,1,35
device75,1856.0,CA152,1776,2,-1
device94,1857.0,CQ168,1777,4,29
device19,1858.0,AH107,1778,0,37
device87,1859.0,CI160,1779,5,32
device9,1860.0,BH133,1780,5,-1
device5,1861.0,DJ187,1781,3,11
device92,1862.0,CE156,1782,0,38
device84,1863.0,BE130,1783,5,12
device84,1864.0,CR169,1784,3,-1
device31,1865.0,CY176,1785,2,25
device77,1866.0,CX175,1786,5,15
device21,1867.0,CD155,1787,1,1
device22,1868.0,DS196,1788,3,-1
device23,1869.0,BY150,1789,3,39
device53,1870.0,AP115,1790,4,11
device91,1871.0,DN191,1791,4,10
device6,1872.0,CX175,1792,1,-1
device28,1873.0,BM138,1793,2,0
device7,1874.0,AB101,1794,4,28
device89,1875.0,AA100,1795,2,24
device94,1876.0,DL189,1796,4,-1
device9,1877.0,AF105,1797,4,13
device60,1878.0,BG132,1798,5,16
device93,1879.0,AD103,1799,1,15
device64,1880.0,CI160,1800,4,-1
device81,1881.0,CB153,1801,5,27
device51,1882.0,CK162,1802,5,39
device50,1883.0,BC128,1803,1,3
device82,1884.0,DD181,1804,5,-1
device96,1885.0,AL111,1805,1,4
device8,1886.0,CK162,1806,3,15
device51,1887.0,BR143,1807,2,20
device90,1888.0,BA126,1808,2,-1
device45,1889.0,CS170,1809,5,6
device9,1890.0,BZ151,1810,4,5
device78,1891.0,BJ135,1811,1,30
device34,1892.0,CP167,1812,1,-1
device57,1893.0,DH185,1813,5,26
device57,1894.0,BZ151,1814,4,25
device87,1895.0,BB127,1815,3,39
device17,1896.0,DG184,1816,0,-1
device90,1897.0,DE182,1817,5,18
device88,1898.0,AO114,1818,5,24
device94,1899.0,BX149,1819,0,8
device78,1900.0,CS170,1820,5,-1
device68,1901.0,DV199,1821,5,29
device6,1902.0,CU172,1822,5,19
device70,1903.0,CD155,1823,4,14
device72,1904.0,DU198,1824,2,-1
device62,1905.0,BT145,1825,0,1
device92,1906.0,CO166,1826,1,0
device58,1907.0,CS170,1827,2,27
device31,1908.0,CU172,1828,0,-1
device85,1909.0,AQ116,1829,0,11
device15,1910.0,CS170,1830,1,32
device31,1911.0,AQ116,1831,1,12
device49,1912.0,CJ161,1832,3,-1
device4,1913.0,AV121,1833,1,37
device75,1914.0,DG184,1834,4,39
device48,1915.0,CU172,1835,1,10
device76,1916.0,AE104,1836,5,-1
device35,1917.0,AI108,1837,0,22
device43,1918.0,BT145,1838,0,29
device77,1919.0,CQ168,1839,1,0
device52,1920.0,BB127,1840,1,-1
device43,1921.0,DE182,1841,3,24
device32,1922.0,AO114,1842,2,2
device30,1923.0,AQ116,1843,4,36
device89,1924.0,BE130,1844,0,-1
device78,1925.0,AT119,1845,0,10
device86,1926.0,BV147,1846,2,13
device33,1927.0,CR169,1847,4,8
device76,1928.0,DF183,1848,2,-1
device1,1929.0,CB153,1849,3,36
device91,1930.0,CC154,1850,3,13
device94,1931.0,AB101,1851,3,29
device20,1932.0,CG158,1852,3,-1
device65,1933.0,DO192,1853,3,22
device35,1934.0,DS196,1854,4,0
device2,1935.0,BT145,1855,3,30
device36,1936.0,CA152,1856,5,-1
device41,1937.0,AP115,1857,2,10
device92,1938.0,BN139,1858,1,29
device54,1939.0,AW122,1859,3,40
device74,1940.0,CC154,1860,5,-1
device20,1941.0,CL163,1861,0,39
device15,1942.0,DT197,1862,2,8
device86,1943.0,DE182,1863,3,35
device15,1944.0,AM112,1864,5,-1
device2,1945.0,AE104,1865,1,4
device51,1946.0,AR117,1866,2,18
device57,1947.0,DN191,1867,4,19
device52,1948.0,DA178,1868,1,-1
device68,1949.0,DV199,1869,1,0
device37,1950.0,CC154,1870,1,24
device73,1951.0,AX123,1871,0,17
device77,1952.0,BD129,1872,4,-1
device8,1953.0,AB101,1873,2,25
device28,1954.0,CR169,1874,5,40
device94,1955.0,BH133,1875,2,19
device14,1956.0,DE182,1876,2,-1
device8,1957.0,BM138,1877,4,17
device63,1958.0,CT171,1878,3,38
device32,1959.0,AW122,1879,5,34
device49,1960.0,BD129,1880,5,-1
device74,1961.0,DV199,1881,0,18
device24,1962.0,BU146,1882,0,9
device34,1963.0,BC128,1883,4,25
device13,1964.0,AQ116,1884,1,-1
device13,1965.0,BS144,1885,4,32
device74,1966.0,AF105,1886,5,16
device94,1967.0,BE130,1887,3,32
device22,1968.0,CG158,1888,2,-1
device82,1969.0,BK136,1889,4,5
device10,1970.0,BV147,1890,2,24
device33,1971.0,AF105,1891,4,10
device8,1972.0,CJ161,1892,2,-1
device14,1973.0,DT197,1893,2,37
device67,1974.0,CO166,1894,4,4
device54,1975.0,AS118,1895,2,22
device18,1976.0,CA152,1896,1,-1
device3,1977.0,CD155,1897,1,10
device80,1978.0,DG184,1898,1,24
device79,1979.0,BM138,1899,5,30
device35,1980.0,DL189,1900,4,-1
device49,1981.0,AF105,1901,0,39
device18,1982.0,CG158,1902,0,24
device36,1983.0,AV121,1903,2,38
device65,1984.0,CS170,1904,0,-1
device70,1985.0,AR117,1905,1,10
device14,1986.0,CY176,1906,4,21
device28,1987.0,AX123,1907,4,31
device10,1988.0,DF183,1908,3,-1
device86,1989.0,BP141,1909,4,34
device14,1990.0,CI160,1910,3,12
device41,1991.0,AL111,1911,5,1
device74,1992.0,AE104,1912,0,-1
device91,1993.0,AI108,1913,5,3
device67,1994.0,CW174,1914,2,6
device74,1995.0,AJ109,1915,0,4
device11,1996.0,AY124,1916,4,-1
device43,1997.0,BY150,1917,5,36
device38,1998.0,DH185,1918,0,31
device13,1999.0,BI134,1919,1,4
device20,2000.0,BA126,1920,4,-1
device13,2001.0,BF131,1921,3,34
device51,2002.0,CT171,1922,1,4
device67,2003.0,CM164,1923,4,10
device89,2004.0,DI186,1924,3,-1
device81,2005.0,DP193,1925,2,38
device2,2006.0,DR195,1926,1,30
device41,2007.0,BD129,1927,0,2
device76,2008.0,AD103,1928,1,-1
device22,2009.0,AB101,1929,2,16
device74,2010.0,BP141,1930,2,10
device7,2011.0,AJ109,1931,3,19
device55,2012.0,DT197,1932,1,-1
device73,2013.0,AZ125,1933,5,30
device8,2014.0,DR195,1934,1,26
device41,2015.0,DJ187,1935,4,8
device97,2016.0,AS118,1936,1,-1
device62,2017.0,BX149,1937,2,12
device65,2018.0,AQ116,1938,3,27
device70,2019.0,CM164,1939,3,22
device28,2020.0,BY150,1940,2,-1
device64,2021.0,AS118,1941,2,18
device18,2022.0,AA100,1942,0,27
device75,2023.0,DF183,1943,1,17
device16,2024.0,BI134,1944,3,-1
device86,2025.0,CG158,1945,1,21
device89,2026.0,BE130,1946,1,19
device16,2027.0,BY150,1947,4,20
device88,2028.0,DI186,1948,2,-1
device15,2029.0,CZ177,1949,2,39
device71,2030.0,CW174,1950,3,0
device59,2031.0,DI186,1951,3,22
device44,2032.0,DH185,1952,1,-1
device2,2033.0,AH107,1953,4,5
device24,2034.0,DJ187,1954,3,6
device79,2035.0,CX175,1955,5,6
device69,2036.0,BT145,1956,1,-1
device23,2037.0,DQ194,1957,4,37
device25,2038.0,CO166,1958,3,27
device37,2039.0,BK136,1959,0,31
device35,2040.0,BC128,1960,3,-1
device58,2041.0,DT197,1961,0,26
device73,2042.0,CR169,1962,0,25
device69,2043.0,AI108,1963,2,32
device77,2044.0,BT145,1964,1,-1
device38,2045.0,DU198,1965,2,34
device74,2046.0,BS144,1966,3,39
device54,2047.0,AH107,1967,1,27
device63,2048.0,CN165,1968,4,-1
device56,2049.0,CM164,1969,4,15
device85,2050.0,DT197,1970,3,5
device1,2051.0,BP141,1971,5,18
device76,2052.0,BU146,1972,2,-1
device27,2053.0,AJ109,1973,1,19
device49,2054.0,BB127,1974,1,26
device80,2055.0,BR143,1975,4,36
device63,2056.0,DL189,1976,2,-1
device23,2057.0,BP141,1977,1,38
device22,2058.0,BH133,1978,2,33
device44,2059.0,BK136,1979,5,20
device57,2060.0,DS196,1980,0,-1
device9,2061.0,BL137,1981,2,22
device2,2062.0,DC180,1982,0,11
device1,2063.0,AQ116,1983,2,40
device80,2064.0,DQ194,1984,4,-1
device61,2065.0,DS196,1985,5,24
device7,2066.0,CW174,1986,0,12
device64,2067.0,BC128,1987,1,10
device20,2068.0,CB153,1988,5,-1
device52,2069.0,BS144,1989,0,36
device87,2070.0,AM112,1990,3,14
device64,2071.0,BP141,1991,5,31
device87,2072.0,BX149,1992,0,-1
device81,2073.0,CV173,1993,3,17
device73,2074.0,AU120,1994,2,38
device57,2075.0,BG132,1995,2,0
device64,2076.0,BL137,1996,3,-1
device94,2077.0,AK110,1997,1,25
device10,2078.0,AA100,1998,2,28
device82,2079.0,DP193,1999,3,38
device83,2080.0,BM138,2000,5,-1
device88,2081.0,AV121,2001,2,11
device90,2082.0,CX175,2002,0,18
device82,2083.0,CH159,2003,0,38
device98,2084.0,BY150,2004,1,-1
device56,2085.0,CR169,2005,3,34
device79,2086.0,DH185,2006,2,30
device77,2087.0,AB101,2007,1,18
device12,2088.0,BJ135,2008,1,-1
device77,2089.0,DD181,2009,5,23
device78,2090.0,DE182,2010,5,31
device26,2091.0,AY124,2011,0,35
device35,2092.0,AI108,2012,4,-1
device59,2093.0,CI160,2013,3,2
device53,2094.0,CH159,2014,4,1
device73,2095.0,BW148,2015,0,16
device79,2096.0,DU198,2016,1,-1
device64,2097.0,BG132,2017,3,25
device97,2098.0,DI186,2018,3,15
device64,2099.0,CS170,2019,2,15
device77,2100.0,AV121,2020,4,-1
device39,2101.0,AL111,2021,2,36
device57,2102.0,DS196,2022,4,16
device5,2103.0,AQ116,2023,2,37
device20,2104.0,CD155,2024,5,-1
device37,2105.0,DE182,2025,3,40
device28,2106.0,DU198,2026,0,36
device19,2107.0,AH107,2027,1,0
device67,2108.0,DC180,2028,3,-1
device91,2109.0,AS118,2029,0,21
device12,2110.0,BO140,2030,5,29
device11,2111.0,CE156,2031,1,7
device25,2112.0,BW148,2032,2,-1
device12,2113.0,AP115,2033,3,38
device34,2114.0,BY150,2034,2,21
device49,2115.0,AR117,2035,1,35
device39,2116.0,AC102,2036,2,-1
device55,2117.0,CD155,2037,5,27
device26,2118.0,DV199,2038,2,20
device25,2119.0,AG106,2039,3,26
device21,2120.0,DI186,2040,2,-1
device98,2121.0,BS144,2041,5,32
device21,2122.0,CL163,2042,1,10
device53,2123.0,CF157,2043,5,36
device24,2124.0,AY124,2044,4,-1
device32,2125.0,AW122,2045,0,28
device8,2126.0,BJ135,2046,2,5
device62,2127.0,DV199,2047,0,24
device82,2128.0,AH107,2048,2,-1
device79,2129.0,CG158,2049,4,7
device52,2130.0,BE130,2050,3,0
device80,2131.0,AQ116,2051,5,39
device9,2132.0,DD181,2052,4,-1
device84,2133.0,DG184,2053,3,6
device73,2134.0,CF157,2054,3,30
device6,2135.0,BI134,2055,5,22
device74,2136.0,DM190,2056,2,-1
device22,2137.0,CA152,2057,5,38
device37,2138.0,AI108,2058,5,35
device89,2139.0,CH159,2059,3,13
device65,2140.0,CX175,2060,2,-1
device13,2141.0,CP167,2061,4,10
device45,2142.0,AC102,2062,3,27
device22,2143.0,BU146,2063,2,40
device70,2144.0,BP141,2064,4,-1
device84,2145.0,AQ116,2065,3,4
device36,2146.0,CV173,2066,3,34
device11,2147.0,CT171,2067,3,8
device78,2148.0,DH185,2068,3,-1
device97,2149.0,DU198,2069,0,16
device11,2150.0,CW174,2070,2,11
device12,2151.0,AH107,2071,3,32
device30,2152.0,AT119,2072,3,-1
device42,2153.0,AP115,2073,5,26
device16,2154.0,DO192,2074,3,36
device49,2155.0,CX175,2075,3,25
device94,2156.0,CQ168,2076,1,-1
device49,2157.0,DB179,2077,2,14
device4,2158.0,AF105,2078,2,39
device80,2159.0,CD155,2079,3,40
device1,2160.0,AU120,2080,3,-1
device55,2161.0,BZ151,2081,4,12
device51,2162.0,BR143,2082,4,5
device67,2163.0,CG158,2083,3,0
device66,2164.0,AR117,2084,2,-1
device33,2165.0,DC180,2085,0,3
device97,2166.0,DM190,2086,2,8
device93,2167.0,AK110,2087,4,24
device72,2168.0,CE156,2088,1,-1
device71,2169.0,BX149,2089,2,4
device0,2170.0,AB101,2090,5,8
device10,2171.0,DQ194,2091,2,39
device44,2172.0,AH107,2092,3,-1
device73,2173.0,BO140,2093,1,3
device87,2174.0,DQ194,2094,5,38
device90,2175.0,BH133,2095,5,18
device24,2176.0,BN139,2096,0,-1
device69,2177.0,BJ135,2097,4,20
device59,2178.0,BM138,2098,1,23
device7,2179.0,BJ135,2099,5,19
device11,2180.0,AY124,2100,0,-1
device61,2181.0,BK136,2101,0,19
device60,2182.0,BW148,2102,3,23
device24,2183.0,BL137,2103,3,39
device75,2184.0,AD103,2104,4,-1
device57,2185.0,CO166,2105,5,34
device51,2186.0,BQ142,2106,1,29
device50,2187.0,AR117,2107,0,1
device55,2188.0,DL189,2108,5,-1
device95,2189.0,BY150,2109,1,29
device61,2190.0,CI160,2110,3,0
device23,2191.0,AE104,2111,4,21
device36,2192.0,BI134,2112,4,-1
device11,2193.0,AI108,2113,4,17
device37,2194.0,CV173,2114,2,18
device58,2195.0,DI186,2115,1,36
device14,2196.0,BD129,2116,5,-1
device78,2197.0,CO166,2117,4,18
device67,2198.0,AE104,2118,3,1
device15,2199.0,BE130,2119,2,22
device86,2200.0,BP141,2120,5,-1
device65,2201.0,AP115,2121,2,31
device92,2202.0,BS144,2122,3,14
device54,2203.0,BC128,2123,1,11
device88,2204.0,CE156,2124,5,-1
device51,2205.0,CE156,2125,4,23
device92,2206.0,DU198,2126,3,4
device79,2207.0,BN139,2127,3,4
device13,2208.0,AI108,2128,4,-1
device17,2209.0,AP115,2129,5,6
device85,2210.0,AT119,2130,4,30
device22,2211.0,BV147,2131,3,37
device15,2212.0,DN191,2132,0,-1
device56,2213.0,BV147,2133,2,4
device35,2214.0,CI160,2134,5,38
device34,2215.0,AM112,2135,4,30
device85,2216.0,DD181,2136,5,-1
device54,2217.0,AZ125,2137,5,32
device41,2218.0,DP193,2138,2,16
device8,2219.0,DF183,2139,0,38
device77,2220.0,BY150,2140,2,-1
device36,2221.0,BL137,2141,5,36
device44,2222.0,BB127,2142,2,3
device73,2223.0,BQ142,2143,1,8
device12,2224.0,CH159,2144,2,-1
device84,2225.0,DV199,2145,3,28
device52,2226.0,BO140,2146,4,40
device35,2227.0,AY124,2147,0,28
device96,2228.0,AJ109,2148,2,-1
device45,2229.0,AQ116,2149,1,28
device61,2230.0,DI186,2150,3,35
device64,2231.0,DP193,2151,5,20
device98,2232.0,BV147,2152,2,-1
device71,2233.0,DR195,2153,3,12
device4,2234.0,BG132,2154,1,7
device97,2235.0,CU172,2155,2,30
device43,2236.0,BJ135,2156,3,-1
device29,2237.0,CN165,2157,2,12
device21,2238.0,BL137,2158,4,18
device67,2239.0,BS144,2159,5,33
device72,2240.0,CF157,2160,2,-1
device86,2241.0,AB101,2161,2,6
device84,2242.0,AV121,2162,4,14
device37,2243.0,AZ125,2163,1,4
device89,2244.0,AR117,2164,1,-1
device68,2245.0,CE156,2165,5,1
device41,2246.0,DV199,2166,0,23
device8,2247.0,AO114,2167,3,35
device7,2248.0,CB153,2168,2,-1
device86,2249.0,AX123,2169,0,10
device76,2250.0,BR143,2170,5,39
device96,2251.0,CB153,2171,3,14
device12,2252.0,CZ177,2172,5,-1
device61,2253.0,BY150,2173,1,3
device26,2254.0,DR195,2174,0,9
device54,2255.0,DV199,2175,3,10
device7,2256.0,AH107,2176,5,-1
device86,2257.0,CW174,2177,4,5
device27,2258.0,AA100,2178,3,7
device28,2259.0,DI186,2179,0,30
device31,2260.0,BI134,2180,4,-1
device48,2261.0,BI134,2181,5,34
device51,2262.0,AX123,2182,4,40
device66,2263.0,BP141,2183,3,10
device0,2264.0,CV173,2184,0,-1
device34,2265.0,AM112,2185,4,32
device73,2266.0,CK162,2186,5,18
device98,2267.0,AJ109,2187,3,1
device66,2268.0,AA100,2188,2,-1
device91,2269.0,DE182,2189,3,14
device76,2270.0,BN139,2190,5,21
device40,2271.0,BX149,2191,0,4
device11,2272.0,BR143,2192,2,-1
device42,2273.0,AT119,2193,0,37
device79,2274.0,BD129,2194,1,28
device71,2275.0,AB101,2195,0,6
device37,2276.0,CP167,2196,3,-1
device96,2277.0,DA178,2197,4,27
device84,2278.0,BE130,2198,1,30
device53,2279.0,BS144,2199,2,3
device82,2280.0,BK136,2200,1,-1
device19,2281.0,DD181,2201,5,24
device20,2282.0,CK162,2202,5,0
device62,2283.0,AS118,2203,3,3
device44,2284.0,DG184,2204,4,-1
device50,2285.0,AQ116,2205,1,28
device35,2286.0,CX175,2206,0,0
device65,2287.0,CI160,2207,3,21
device74,2288.0,CY176,2208,0,-1
device53,2289.0,DF183,2209,5,8
device83,2290.0,BQ142,2210,5,38
device62,2291.0,DC180,2211,0,29
device79,2292.0,AT119,2212,0,-1
device6,2293.0,AL111,2213,3,15
device30,2294.0,BY150,2214,0,36
device87,2295.0,BT145,2215,2,40
device71,2296.0,DR195,2216,1,-1
device27,2297.0,AI108,2217,3,0
device7,2298.0,DJ187,2218,4,40
device83,2299.0,DS196,2219,2,24
device9,2300.0,BU146,2220,0,-1
device31,2301.0,CA152,2221,0,28
device43,2302.0,AS118,2222,1,39
device37,2303.0,BQ142,2223,3,27
device27,2304.0,DI186,2224,1,-1
device44,2305.0,CS170,2225,1,27
device17,2306.0,DA178,2226,0,12
device2,2307.0,CZ177,2227,4,3
device81,2308.0,BJ135,2228,2,-1
device78,2309.0,CH159,2229,0,6
device75,2310.0,CK162,2230,4,2
device51,2311.0,AN113,2231,0,2
device78,2312.0,DP193,2232,4,-1
device59,2313.0,DM190,2233,0,25
device89,2314.0,AE104,2234,0,14
device42,2315.0,BQ142,2235,3,23
device19,2316.0,BU146,2236,4,-1
device94,2317.0,BC128,2237,1,8
device82,2318.0,DJ187,2238,2,25
device82,2319.0,DC180,2239,2,11
device75,2320.0,CE156,2240,2,-1
device29,2321.0,CR169,2241,2,33
device71,2322.0,DI186,2242,1,27
device16,2323.0,CT171,2243,4,18
device91,2324.0,AA100,2244,2,-1
device8,2325.0,BS144,2245,2,19
device25,2326.0,DK188,2246,5,11
device88,2327.0,AM112,2247,3,5
device50,2328.0,BP141,2248,4,-1
device49,2329.0,DR195,2249,1,21
device86,2330.0,CJ161,2250,3,13
device20,2331.0,BU146,2251,3,1
device58,2332.0,CC154,2252,0,-1
device80,2333.0,CO166,2253,1,26
device2,2334.0,AH107,2254,1,27
device51,2335.0,BB127,2255,2,26
device98,2336.0,BD129,2256,2,-1
device47,2337.0,CY176,2257,0,21
device24,2338.0,DL189,2258,3,39
device9,2339.0,BN139,2259,5,31
